country,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
British Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,0.9744148067501361,0.8430167597765362,1.0994035785288272,0.9722724532851116,0.6862988220706756,1.039747064137308,1.0912250217202433,1.0226910828025477,1.0362008563643441,0.6983471074380165,1.300161377084454,0.8448489863467108,0.9417238001958865,0.7555902236089443,1.5767377838953887,1.261457878655609,0.9432525951557095,1.1254585473220835,0.8976531942633638,0.9662309368191722,0.6463735437805336,1.269186046511628,1.3765460375629865,1.0499168053244592,1.3664025356576863,0.9749478079331942,0.6783250059481324,0.9863205892669237,1.2243954480796586,1.4641301190821958,0.5840111089069628,1.107336956521739,1.2726993865030676,1.1470233791275006,1.2347131750367724,0.7243022464261403,0.7509398496240601
Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,1.4444444444444442,1.5384615384615385,2.35,1.5319148936170215,1.3055555555555554,1.2127659574468086,1.0087719298245614,0.6782608695652174,1.5769230769230769,0.7886178861788619,0.5463917525773195,1.2075471698113207,1.5,1.0416666666666667,0.99,0.8080808080808081,1.375,1.2272727272727273,0.9703703703703703,0.8854961832061069,0.6982758620689655,1.1975308641975309,1.0938144329896906,0.8501413760603205,1.0365853658536586,1.5080213903743314,0.9148936170212767
Burundi,1.0,1.0,11.5,1.6956521739130435,1.1794871794871795,1.326086956521739,1.540983606557377,1.0957446808510638,0.9902912621359223,1.0490196078431373,1.0280373831775702,0.9454545454545454,1.0384615384615385,1.0555555555555556,1.0263157894736843,1.0,1.0256410256410255,0.9083333333333333,0.8899082568807339,1.0103092783505154,1.163265306122449,1.1052631578947367,0.7936507936507937,0.8999999999999999,1.0555555555555556,0.968421052631579,1.2608695652173914,0.9568965517241379,1.081081081081081,1.2166666666666666,0.9178082191780823,1.0820895522388059,1.0,1.006896551724138,0.9726027397260274,1.0492957746478875,1.2885906040268458
Cambodia,1.0816326530612244,1.0377358490566038,0.7272727272727273,0.75,1.1666666666666667,1.1428571428571428,1.125,1.1111111111111112,1.08,1.148148148148148,1.032258064516129,1.046875,1.0298507462686568,1.0289855072463767,1.028169014084507,1.0547945205479452,0.7402597402597403,0.8771929824561404,0.8799999999999999,1.0454545454545454,0.6521739130434783,0.9666666666666668,1.6551724137931034,0.8541666666666666,1.4146341463414633,1.0862068965517242,1.0,0.9523809523809523,0.9333333333333333,0.9285714285714286,1.3653846153846152,7.492957746478874,1.9116541353383456,1.8190757128810229,1.0908108108108105,1.3057482656095143,1.0466793168880457
Cameroon,1.325925925925926,1.1329608938547486,0.98767258382643,1.0514228657014477,1.0897435897435899,1.0008714596949893,1.0017414018284718,1.0817036071273358,1.0453997589393331,1.0026902382782474,1.012648524338827,0.9931869795609387,1.0007621951219514,1.0133282559025132,1.0240511086057873,1.041834862385321,1.0781965480803102,1.0078405749754982,1.0700162074554296,1.0324144198727658,1.0090962441314555,0.9159639430066879,1.108888888888889,1.1110793014600628,0.9621231641329555,1.204070701660418,0.8641014234875444,1.0983268983268986,0.9484415280056244,1.0565851247837905,1.0322731524789523,0.7988219302220209,1.1656267725467955,1.116301703163017,0.9411508282476025,1.0578971746178787,0.9975919439579685
Canada,1.0503780234941502,0.9708500037744394,1.0315958898517594,1.0762821092619392,1.0587881016159815,1.0232262033111312,1.019266508725036,0.9697106146030859,0.9513351601996041,1.0237312837717063,1.0384080744590838,1.0271933313285933,1.0236246250121979,1.0215909859709333,1.018127470251623,1.058322122847217,0.9892164011275286,0.9486262006094478,1.0431735635605834,1.0363810708842986,0.9323915737298638,1.0516837075233758,0.9635830585962291,1.0090840206335792,1.0613319393381024,0.9743062944408313,1.0400037984476638,1.0228862081189376,0.9786944125013783,0.9612791767599946,1.0667109452833508,1.0115476582897744,1.02886545146073,0.9836331780693132,0.9996626680909569,1.0124471462827285,0.9998889009526744
Cape Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,0.9848484848484849,1.0461538461538462,0.9411764705882353,1.078125,0.8695652173913042,1.2666666666666666,0.9605263157894737,1.0136986301369866,1.0,1.0270270270270268,0.9868421052631579,1.0266666666666666,1.0,1.025974025974026,1.0126582278481013,1.0125,1.0246913580246915,0.9759036144578314,1.0,1.0246913580246915,0.9879518072289155,1.0,1.0121951219512197,1.4939759036144578,1.0725806451612905,1.0451127819548873,0.9784172661870504,1.0,0.9926470588235294,0.9925925925925926,1.08955223880597,1.0205479452054795,0.919463087248322,1.226277372262774,1.0,1.0059523809523807,0.8875739644970415
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile,1.0335886067445923,1.1164695177434032,1.0631039701944347,1.0429306757200745,1.1071091042738632,1.0976003035189226,1.061441410300726,0.9496865586583082,0.8411487355336477,1.3060538116591929,1.094810768630511,1.3051318602993587,1.0251761236415269,0.9905177924568508,1.1560180703452727,0.9452430797859968,1.0088099222364406,0.8272917987998244,0.852214424721354,1.418171752819874,1.1154972186981555,1.0492104457372817,0.9698991078128908,1.0226100412654746,1.177301387137453,1.0807269351613822,0.8455845914962503,1.0562219183434265,1.0844492121032774,0.81481734147423,1.0720864032150033,0.9695821944552909,1.024485522129596,1.1062148669365934,1.0311644930883765,0.9912812736921911,0.9369372501303668
China,1.1254295532646048,1.13587786259542,1.161290322580645,1.0046296296296295,1.064516129032258,1.0227272727272727,1.06031746031746,1.0888223552894212,1.0852428964252978,1.0675675675675675,0.9897151898734178,1.0511590727418065,1.1460076045627372,1.1106084065606299,1.1334017320981322,0.9929126353175468,1.0469892957504774,1.048102238385494,1.0419507284198593,1.044117164231608,1.244754302348042,1.0376331668447036,0.9851908014635301,1.2441415489328052,1.1220975929493817,1.0970304941421611,1.1128890978830124,1.2304317747795144,1.0608265297533879,1.1712960024373833,0.9746684874792043,1.2442183716643918,1.0610914802604752,1.1559919900444084,1.06290813510604,1.0514175008182995,0.9983122273464808
Colombia,1.0011009426821715,1.259193071688776,0.9990720524017468,1.1204720537616788,1.0632436122488782,1.165374914010548,0.8492778717878083,1.1500857235531254,1.083883964544722,1.0230466136346739,0.9984376135455273,0.8208814003420793,1.2463093496475597,1.1530608615231386,0.9968842546890425,1.102645830109856,0.8939155814997756,0.9734396584201934,1.0920789524608139,0.9523936091668883,0.9915346212285652,1.0670190142606955,1.0641284914563733,1.1056545569724845,0.994145928306305,1.0735942668136713,1.0393978293849924,1.0436305660970517,0.8860702297960236,1.0299409922051432,1.1880039609562882,0.9736246725410809,1.0355898000366905,0.9593150280484204,1.0146702778119743,1.0123753867308352,1.1623289723359633
Comoros,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.3333333333333333,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,1.0,1.0,1.0,0.2
Congo-Brazzaville,1.0303030303030303,1.7058823529411764,1.3160919540229887,1.0829694323144103,1.1612903225806452,0.9201388888888888,1.0377358490566038,1.04,1.374125874125874,1.2340966921119592,0.977319587628866,0.8881856540084389,0.8432304038004751,0.8985915492957747,1.0909090909090908,1.295977011494253,0.9889135254988913,0.7600896860986548,0.7374631268436578,1.168,1.1335616438356166,1.1842900302114803,0.8647959183673469,0.9646017699115044,1.073394495412844,1.0484330484330484,0.9021739130434783,1.1174698795180722,0.8814016172506739,1.3027522935779816,1.8380281690140843,1.2477650063856962,0.9836233367451381,0.9802289281997919,1.153927813163482,1.0266789328426864,1.0672043010752685
Congo-Kinshasa,0.9826149083115029,0.988851187590887,1.0862745098039217,1.0482851985559565,1.0708136030994404,1.0460301507537688,0.9967332820906996,1.0017351069982652,1.123171670515781,0.9542494859492803,0.9348177410666189,1.1511717249327695,0.9132321041214753,0.9576100858761193,1.1633276092348788,0.9890109890109889,0.8248756218905473,0.9372738238841978,1.1254826254826256,1.1318848866018676,0.9957905371274625,1.0228271897193102,1.0081005124814018,1.1490652673007546,1.0445269016697585,1.017215466593797,1.039892545332438,0.956858692844226,1.0423866090712746,1.0024605024605024,0.9989665417904664,0.9733609207293419,1.0847615251760327,1.0717697489283529,1.0110844474917149,1.0205696202531649,1.041749723145072
Cook Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,1.0776930409914203,1.044670499778859,1.1875529212531752,1.0620320855614973,0.9227928835179591,1.0425609312477264,1.0376831821353802,1.01546738399462,1.08841059602649,1.0185579555825983,1.0839307048984468,0.9787820336180766,1.1036036036036037,0.9966836734693878,0.9047862810340415,1.0687411598302687,1.2641609317098994,0.8840033500837522,1.2051160587399337,1.107311320754717,0.996272630457934,1.0554070906823445,0.9979743416610399,1.0891407307171852,1.0172387016617488,1.0068702290076337,1.0266868840030325,1.0921577315019937,0.9839080459770115,1.0081088510170424,0.9820040899795499,1.0191586838817162,0.948780820051764,0.9807609475951186,1.195286195286195,0.9942437232088183,1.0808080808080807
Cote dIvoire,1.283271375464684,1.0028968713789108,0.6164067013287117,0.3458294283036551,3.642276422764228,0.8772321428571428,1.0313825275657336,1.009046052631579,1.0187449062754685,1.0472000000000001,0.9488158899923604,0.8357487922705314,1.0472061657032754,1.0689972401103955,1.5197934595524958,0.9988674971687429,1.054421768707483,0.7327956989247313,1.2736610418195156,1.0057603686635945,1.0206185567010309,0.9607182940516275,1.0595794392523366,1.0132304299889747,0.8340587595212187,1.0482713633398566,1.178593652769135,1.0543822597676875,1.0926389584376563,0.7658111824014666,1.0891681627767804,1.0093406593406593,0.9025585193249863,1.1845597104945718,0.734725050916497,1.4788634788634787,0.7905342080599812
Cuba,0.9628514056224899,1.0875912408759123,1.018216682646213,1.0065913370998116,0.9850327408793265,1.0997150997150997,0.9879101899827288,1.111888111888112,1.0070754716981132,1.2115534738485558,0.8814432989690724,1.035818713450292,0.6831333803810868,0.9772727272727273,0.806553911205074,1.3315858453473133,0.9832677165354331,0.8758758758758759,1.1234285714285714,1.0498474059003053,0.9728682170542635,1.0398406374501992,0.8113026819923371,1.0342384887839433,0.5559360730593608,1.0246406570841888,1.06813627254509,1.2964352720450283,0.9898697539797396,0.8055555555555556,1.0018148820326678,1.1974637681159417,1.2193645990922846,0.9181141439205955,1.0148648648648648,0.997336884154461,0.9399198931909212
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.0,2.25,1.2962962962962963,1.4857142857142858,0.9615384615384615,0.98,1.040816326530612,1.0,1.019607843137255,1.0
Denmark,1.0333333333333334,0.9032258064516129,1.2857142857142858,0.7777777777777777,0.9642857142857144,1.074074074074074,1.0,1.103448275862069,0.8437500000000001,8.777777777777777,1.6118143459915613,1.442408376963351,1.3738656987295825,1.1056803170409513,1.126642771804062,1.2661717921527043,1.1549413735343383,1.0853734590282813,1.2240016569454746,1.029475982532751,1.1299045599151643,1.1891130924448619,1.2561168113654302,1.127238454288407,1.1181716833890745,0.9758225324027917,1.0030651340996168,1.0236822001527883,1.027363184079602,1.2980629539951578,0.9643723185972763,1.004448742746615,0.9709223955324475,0.9998016660055534,0.9847252529260068,1.134770346494762,1.261849813598438
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,1.111111111111111,0.9000000000000001,1.6666666666666665,1.0666666666666667,0.875,0.9285714285714285,1.076923076923077,1.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0625,1.1176470588235292,1.0,1.0526315789473684,1.35,1.1851851851851851,1.0,0.8437500000000001,1.111111111111111,0.9666666666666668,1.1724137931034484,0.7941176470588236,1.0,0.7777777777777778,0.9523809523809523,1.15,1.0,1.5217391304347827,0.7428571428571428,1.3846153846153848,0.8333333333333333,0.8,1.5000000000000002,0.75
Dominican Republic,1.3668730650154801,0.9411098527746319,1.0385078219013237,0.7404403244495945,1.6807511737089202,0.8752327746741153,1.0531914893617023,0.8787878787878788,0.7160919540229885,0.6693418940609952,1.3860911270983214,0.9602076124567476,2.077477477477477,0.4969644405897658,1.1151832460732984,1.3990610328638498,0.7897091722595078,1.0736543909348442,1.4841688654353562,0.7040000000000001,0.9267676767676768,1.2397820163487738,1.3604395604395605,1.3489499192245558,1.145508982035928,0.9299529534762153,0.9775154581225408,0.8125359401955147,1.0559094125973107,0.9812332439678284,1.064207650273224,1.1643132220795893,1.0810363836824697,0.7118816930137684,0.7220630372492837,1.5654761904761905,1.4746514575411913
Ecuador,0.8917995444191343,1.136653895274585,1.9235955056179774,1.8475467289719627,1.1890610180208663,1.1353363467162987,1.0505854800936774,1.0568435131520284,1.0265766715882725,1.0143825765358538,1.0178245898318816,0.9799004975124378,1.1681559707554836,1.129867872044506,0.7861209416833359,1.2293990996281075,1.0299315395637632,0.9956716648631939,1.1030895823629872,1.0602392681210413,0.9292446568432233,1.0642857142857143,0.9542281879194631,1.032212688141792,0.9354047424366313,1.1271853146853148,1.27904872689673,1.1508690379951494,0.8207041882518219,0.9399807424842196,1.286137036193945,1.0984070796460177,0.9043667418627134,1.0460579064587974,1.1389030829500935,1.2087788828235997,1.2587070832044542
Egypt,1.042272399216414,1.025323968740726,0.9738543174143752,0.9807806617792749,0.8099999999999999,0.9876543209876543,1.0313131313131312,0.9575171400587662,1.0126582278481011,1.2468434343434343,0.8653164556962025,0.9894675248683441,1.227794204612655,1.023986128503998,1.0629350893697083,1.0123904770333658,1.037415858029548,1.0196342799359568,1.2507438016528927,0.9167437557816837,1.102061409831339,0.8534990189666449,1.0125670498084292,0.9719237172695625,1.000077863427548,1.022189349112426,1.1954451976540483,0.9470532016565786,0.8775565123789021,1.0142594296228151,0.9916855631141345,1.013795731707317,1.0175174798887303,1.0348012413181618,0.9802213495180292,0.949373543123543,1.0406660016880227
El Salvador,0.727865796831314,1.0396927016645328,1.0320197044334973,1.2673031026252985,1.1440677966101696,1.0493827160493825,0.9137254901960785,1.1424892703862661,1.0969196093163036,0.9910958904109588,0.5894955079474776,1.1746776084407973,1.1686626746506987,1.0196413321947053,1.2244556113902847,1.2879616963064295,0.7626128518321826,1.0954038997214486,1.1265098537825808,0.6676072234762981,0.9898562975486053,0.9820666097352689,1.2973913043478262,0.9617962466487936,1.221602787456446,1.1979463776383343,0.8947619047619048,1.1745609366684406,0.7847757136384232,1.363741339491917,0.9690939881456393,0.9685452162516383,1.0040595399188093,0.9667565139263253,0.891728624535316,0.9911412193850964,1.225552050473186
